reviewer,rating,written_date,title,review_text,branch
LivingTheDream,1.0," May 4, 2021",Save the respiratory distress and money,"✅ $850💵 + ⏰ hours of high heat 91 degrees🔥 & 😷☀️. We were shocked to be in long lines walking about 7.5 miles for the day masked up! Like sheep 🐑 being threatened constantly with loud speaker 🔈announcements demanding no drinking 🥤or eating while walking 🚶‍♀️& maintain social distancing, wearing a mask at all times or being 👢booted from the park. I saw kids 👆touching all handrails and then putting hands in their parents cups eating ice and then the parents gulping down the remainder(at $10 per beverage can you blame them) 🤷‍♂️ confused I do thousands of people show up to spend 💰💰💰💰💰💰if they are paranoid of public places! Universal Studios is a germs 🦠 paradise! They also pray on people’s wallets with the nifty reservation system it allows them to supply and demand fast passes from $80 extra to $249 demanding on all the variables they control! We despised being ordered around with lousy customer service! Constant loud interruptions🛑 during the rides 🎢demanding guests wear a mask 😷! Save yourself the 💰money, headaches 💊 and don’t go!! It’s ridiculous hypocrisy! Stay home save yourself the money and respiratory distress wearing a mask in 91 degree weather! Big brother is 👀watching!",Universal Studios Florida
TBarbette,1.0," May 4, 2021",Vacations Packages are a scam!,"I've been waiting multiple DAYS on the phone to modify my vacation package (I do have the paid Cancellation option, but we did not even get that far...).  And of course any change cannot be done online. I can only advise people to stay far from the vacation packages! Find a tour operator or buy tickets separately. Or do so if you are sure you don't need to change anything. I guess in covid times nobody can say that though. You would have to go anyway and spread the virus, or loose thousands of $... For sure they won't allow to reimburse a-posteriori as it's a 7 days prior limit in the conditions.  Not even sure I want to go anymore now...",Universal Studios Florida
Ilaria T,4.0," May 3, 2021","Awesome experience, with a couple tips...","We totally loved our experience at Universal mid April, with two kids 10 and 6. I have a few important tips: -100% buy the express pass, it's totally worth it. Without it, no way to enjoy all the rides even during a weekday; -bring snacks/food and water bottles. We had a stroller even if my daughter is way too old to use it on a daily basis, but it was awesome to be able to carry stuff all over the park. We didn't have to wait in line for food as we packed sandwiches and snacks; - skip the shops and buy souvenirs outside the park if you want to save money and wait lines; - skip the VIP parking; -wr hated the Virtual line system for the Hagrid ride. We couldn't get on despite trying for two days. They should just allow standby lines in addition to virtual lines to avoid so many frustrated people clicking insanely on their phones; -skip the Pterodactyl ride if the line is more than 20 minutes. It's so short it's not worth it; -must do for us: HP escape from Gringotts, HP journey, Transformers 3D, The Mummy, Jurassic river adventure, Hulk rollercoaster, Tycoon Lagoon... All in all, it was amazing and I would definitely do it again!",Universal Studios Florida
Betty A,2.0," May 1, 2021",Disappointed,"This was our 3rd and by far worst experience at Universal. We had a park to park pass and only rode a total of 6 rides due to long wait times and shortened hours . We stayed on Universal Property which was wonderful with the exception of over priced food options. Anyway, even with early park entry it was very disappointing. We did look into fast passes and found out they were far too expensive (@$240 per person) which is way out of budget after paying the park to park admission. Lines were long the park was over crowded and people were not observing social distancing. We tried getting reservations same day at the restaurants on city walk and they were booked 3 days out .",Universal Studios Florida
Julie B,5.0," May 1, 2021",Good when no talking,We enjoyed the rides and attractions! The food was good! Many friends go here! The employees are rude! Never changed! Casey said she worked here! Thank you!,Universal Studios Florida
Karen B,2.0," April 30, 2021",Not worth it,"I don't understand the hype at all. Harry Potter Diagon Alley was the only good thing about this place but even at that it was incredibly overcrowded and we couldn't even experience any rides or shows. And the Dragon on Grigott's was not able to breathe the fire! The people working there said they didn't know why it wasn't working. Everything else in the park is outdated and irrelevant. Long lines, too crowded, not much to do, overpriced. Just a lot of stores to buy overpriced commercialized products. the one rollercoaster my daughter wanted to go on got closed down after she waited over an hour in line. And at some point during the day my other daughter's HP wand was stolen out of our bag that we had been carrying all day. It was never one placed down. We will NEVER return to this trap.",Universal Studios Florida
Mike M,1.0," April 29, 2021",A complete waste,Absolutely complete waste of money! Have a disabled child and the whole family got attitude and we were treated like garbage. Waited in hour in line because 2 people were working the line for a disability pass. Got the pass after several weird questions on her disability. The pass is useless once you pick a ride you wait for your time to return. In the meantime you can not go on another ride. So what do you do for an hour with a disabled child. Disney has no issues with there system. The food service is even worse recieved 2 burgers with hair in it. Didn't get our drinks till 20mins after we received the food. We and several other families were told with an attitude that they are behind on drinks! You expect me to believe it's harder to pour soda then make a burger. For 400$ we got to go on 2rides. Complete waste of 8hrs and 400 hundred dollars. STICK WITH DISNEY!!!,Universal Studios Florida
Tara W,5.0," April 28, 2021",Awesome Guest Service help,"I really needed to leave a review, we haven't been yet but planning is part of all the work. I did have trouble with the website and trying to get anyone on the phone at guest services. But we finally booked our trip on the website and decided a few days later to add a few things . When I called this time there was only a five minute wait. I had the pleasure of speaking to Sharon, she was not only helpful but she gave me tips, advice and was so pleasant. Sharon was so personable and a breath of fresh air. She helped me so much and I am so looking forward to this trip. I really wanted to do the survey after we spoke but we were disconnected. So here's my survey, Thank you Sharon.",Universal Studios Florida
Casey H,1.0," April 28, 2021",Not worth the stress or the money. Go to Disney instead.,"TLDR; They don’t observe or enforce Covid safety precautions and the limited park hours and long wait times make the trip a waste of time and money.  We went on April 26th and as soon as we walked up to the entrance, it was chaos. I wish I had taken a photo because I hadn’t seen a crowd like this since before Covid. I was shoulder to shoulder with unmasked strangers and did not see a single Universal employee in sight until we were at the main entrance to City Walk getting our temperature checked. At that point, the poor women checking temperatures were screaming at people to form a line. Everything in me was telling me to turn around and just ask for a refund, but I hoped it would get better once we got into the park.  Trying to get into the park wasn’t any easier, there were no guides to show us where to go and things were extremely backed up.  Once in the park, we figured we’d wait until wait times for Harry Potter rides went down and decided to ride some of the rides closer to the front of the park. The first line we get into was stress-inducing and made me want to leave right away. We begged people to observe the markings on the ground and keep a safe distance from us, but it wasn’t happening. People were taking their masks off in line when Universal employees were out of site (which I rarely even saw employees anyway) and even eating in line. We were unable to distance from the people in the lines to the left and right of where we stood and much preferred Disney’s plexiglass shields in these situations to Universals lack of dividers. It was loud (even for a musician that is hard of hearing) and the people in line with us were obnoxious and rude.  The whole reason we came to Universal was for Wizarding World of Harry Potter, but wait times were always over 75 minutes (or higher) and the Harry Potter parts of the park were always over crowded that we decided to keep our distance. It’s obvious they weren’t limited capacity. Everywhere we went, we were dodging people and trying to distance ourselves from others with no luck or reciprocated efforts.  After riding ONE Harry Potter ride (and not even the one we wanted to ride), we ended our day early and literally ran to the car to get out as fast as we could. Our experience was not worth the money for the ticket or the stress we endured throughout the park.  Honestly, we were shocked. Our experiences at the Disney parks were incredible as the staff went above and beyond to make sure Covid safety precautions were being followed and enforced. We never felt uncomfortable and rode every ride we wanted in every park with wait times under 45 minutes.",Universal Studios Florida
Pete O,1.0," April 26, 2021",Fast and Furious Supercharged,"This ride sucked. Completely lame. Over in about 2 mins. I get it, we were on a bus, not much you can do with it but the Kong ride is similar and 100% better. Do not waste your time even with a fast pass. And Vin Diesel is a horrible actor. :)",Universal Studios Florida
gwendak78,5.0," April 26, 2021",Nice to be able to travel again !!,"Just got back from 3 days at Universal. Despite the mask mandate, everyone seemed to be having fun and glad to be out !!! Park is always clean but they are going above and beyond. New Hagrid's ride was the bomb !!!!",Universal Studios Florida
Connie Ward,1.0," April 26, 2021",Website down no customer service 3 hours and counting,"We are scheduled to leave on June 14. If I had not promised two kids who have autism this trip, would cancel! We have visited several times but customer service is just AWFUL this time!!! The hold time is over 2 hours and the website is consistently down. I am needing to make a change in dining plan, pay full balance, and ask about the shuttle when we arrive. Why is this so hard. It will be a VERY long time before I visit this place again. I have a ton of other things to do with 8,000.00. Maybe we'll try Disney?",Universal Studios Florida
Amanda,5.0," April 26, 2021",Such a good getaway,Both parks did such a great job even with covid going on. I was very impressed. Harry Potter world is such an amazing feature.,Universal Studios Florida
Melanie,1.0," April 26, 2021",SAVE YOUR MONEY,"I would highly recommend NOT visiting during Covid. Our experience this morning was horrific. There weren’t any staff anywhere guiding people as they parked, no clear line markers or barricades for lines, masses of people with no social distancing, only 3 people taking temperatures, nothing was contactless w with sec urity or check in, no notable capacity limit. After spending 3 days at Disney where everything was seamless & easy to navigate, this is a nightmare. And all the Harry Potter stuff is closed this morning.",Universal Studios Florida
bdutra,5.0," April 25, 2021",First Time Visit,"Enjoyed all rides that I went on.  Tip: bring ear plugs for noisy rides, noisy queues and noisy walk ways around the park  Tip: Bring rain gear or cheap ponchos.  Went during the Mardi Gras extended celebration and got the 15 taster pass and enjoyed all the different food. Portions are samplers size so not sure the ala carte pricing is worth it but the pass makes it affordable.  I do not recommend the Jurassic park cafe that sever the smoked turkey legs, etc.  Also a bummer to never get a virtual line confirmation for hagrid's ride. Think our last day the line was open to everyone but virtual line seems to be a joke  If Universal is reading this, have more than 1 person at the photo stations to help find the riders for popular rides and/or invest in better technology to find the riders.",Universal Studios Florida
John L,1.0," April 24, 2021",Universal Studios Orlando Rip Off,Too many people were let into the park the day I visited Wednesday April 21st. I didn’t think a Wednesday in the middle of April would be packed but Universal offers special passes to Florida residents which makes the situation worse. The park was miserable because of the long wait times. Too many gift shops and restaurants and not enough rides. Three of the rides had to stop at different times because of technical difficulties and a 4th ride had to completely shut down after we wait in line for 30 minutes. This is the worse theme park I have ever been to. We paid around $170 per ticket to visit both small parks which should be one big one. Then we couldn’t really ride more than a couple of popular rides all day long because of excruciating wait times. I was going to buy an express pass for $67 the quote online from Universal’s website but the lady said because of the number of people in the park they would be $240. Omfg so a family of four costs around 700 to visit and express passes for just one park would be $960. It would be $1660 for a family of four just to have an enjoyable experience at the park not including the outrageous food or parking costs. Save yourself and read my review...maybe you won’t make my mistake.,Universal Studios Florida
Tegan T,4.0," April 24, 2021",Good but could use improvements,I enjoy universal for what it is..it’s definitely not Disney. Harry Potter is by far the shining gem of the park. I have three suggestions- 1. Fix the Hogwarts ride. It needs to be a bit smoother. It tilts you on your back for too long creating nausea due to stomach acid rising. The screen itself seems a bit burly. It should be the best ride due to it being in hogwarts instead it’s the worst ride in all of universal but the queue is incredible. They should really look to the flight of passage for inspiration here... 2. Let adults ride on the Pterodactyl hang glider ride even if they don’t have kids. There isn’t one ride at Disney that adults can’t ride...you charge the same amount for tickets...step up 3. I think it would be really cool if there is room for this at hogwarts- a sit down nicer meal in the dining hall. When you get a reservation you could get digitally “sorted” into a house and you would sit in that section in the dining hall. Or perhaps universal could build a hogwarts hotel like Disney is doing with Star Wars and that could be a part of the experience.  Overall I enjoy universal. I do enjoy Disney more but universal has Harry Potter so...I visit them both.  I would love to see universal expand their parks and even creat a more immersive experience in other areas of the park as they have done so well with Harry Potter.  I will that that whoever designed Hagrids motorbike ride... amazing job. It’s truly the BEST ride I ever have rode in any park. The way I describe it to people is ... it’s more intense than a Disney rollercoaster but not so intense that you don’t have fun. It’s perfect. That ride is truly the most perfect formula for a rollercoaster!  Excited about the future!,Universal Studios Florida
GJPRUD,3.0," April 24, 2021","Long Lines and hurdles to get in, Long lines on Park rides (get express)","Wait in long lines everywhere. Ok so there is a lot of hurdles at the parks and it takes you more than 1 hour to just get in the door. They have added a metal detector and they take temperatures as well. (Maybe use temperature screening camera's to speed things up?) In addition, their software at the park to allow people to enter the park is less than satisfactory. You must give them your fingerprint, and it takes 30 seconds per person to just scan a ticket and get in the doors. (another long and slow moving line) To pick up tickets at Will Call 50% of machines did not work (another line).  Notes for their mgt...fix the terrible IT infrastructure, and you don't need my fingerprint!",Universal Studios Florida
TangoNY,5.0," April 24, 2021",Excellent Park! Family Fun!,We had a very good time while visiting Universal Studios! The only drawback is long lines any time of the day... lots of people even on weekdays. Express pass costs $200 per person which would put $800 dent in our budget for 4 people just for a day... that was unreasonable. So we just stood in line... Harry Potter town and a ride was the most interesting in my opinion. Universal did an amazing job with Harry Potter section! Very worth visiting! We highly recommend it.,Universal Studios Florida
Scott R,1.0," April 22, 2021",Don't Book This Trip - Go to Disney instead,"Our flight to Universal Studios in Orlando was cancelled due to a snowstorm six weeks ago. Despite purchasing Universal's cancellation insurance, we still have not received a refund.",Universal Studios Florida
Ryan C,5.0," April 22, 2021",Spring Break,"Absolutely phenomenal! I’m beyond impressed! We went on one of the busiest weeks of the year. Chose not to purchase any of the perks except upgraded parking each time. We would go early morning ride what we could before the heat. Grab lunch in City Walk and come back refreshed in the evening. We did that three times! And it was fantastic. Stayed at our time share about 20 minutes away. Employees were incredible! Hand sanitizer everywhere and on every ride! Park was so clean! And they had a great night show! I cannot wait to bring our family back and experience everything again! Kids 18, 15 and 8! Two grown adults that also acted liked kids (mom and dad)! Best trip Ever!",Universal Studios Florida
652mjb,1.0," April 22, 2021",Terrible experience,"1. Website showed limited capacity yet people were on top of each other in both parks. So crowded. Forget social distancing. 2. Many people were not wearing masks properly or at all, yet staff walking by didn't say anything. One woman became verbally aggressive when she heard my comment about everyone needing to wear masks. 3. It's so expensive for a family to visit Universal. Having to pay for 2 parks just because park has 2 sections. Disney parks added on but don't charge separate admission. 4. We started with 2 express passes for oldest kid and my husband, but quickly realized we'd be waiting 1.5 hours each ride so bought 3 more express passes. Yet still had to wait almost an hour at many rides with express passes! 5. Food places were insanely crowded and expensive. $15 for a turkey leg that was dried out and awful. Cupcake was hard and stale. 6. We bought tickets online yet no info that hagrid's ride sells out early. I knew we couldn't use fast pass, but had no idea we couldn't wait in line for the ride as it sold out after noon. 7. No signs, no maps. 8. We paid for preferred parking, yet they made us walk back to general parking lines to go thru security. 9. I will never go back to Universal Studios in FL again. This is my 3rd trip to it, but this time was insanely expensive - almost $3000 just for park tickets and express passes. I could've gone on another trip to Disney! Disney is doing it well with keeping people masked up and socially distant and still having fun time! Universal Studios is so overrated!",Universal Studios Florida
Elena B,5.0," April 20, 2021",Magical Memories,"We spent 3 days at Universal Studios to begin our spring break. Our expectations were uncertain due to the vastly different reviews but we took the negative ones with a grain of salt and we are so glad that we did. Yes, there is a slew of people in the park. Yes, they have varying degrees of adherence to the rules. BUT the staff works so hard to strike the balance of regularly reminding guests of the safety measures and allowing guests to immerse themselves in the experience. Even during this busy time of year, lines were not too terrible and while intially lines for food were quite long we stumbled into online ordering which was not even a fraction of the regular wait time. For that reason alone....download the app! We were able to get on all the rides with exception of Haggrids which was a digital line and never opened up for us on the app. We also could no secure any reservations in the restaurants, so learn from our fail and try to book those in advance. I was very intimidated about the wait in line to wait in line concept (aka the screening before entry), that was worthless worries....the process was very smooth and moved much quicker than I could've ever anticipated. That all said, it is what you make it.....my 17 and 10 year old years had such a wonderful time and despite the COVID circumstances we all find ourselves in, we still found the magic in the park. The staff was friendly and we had a great time! So happy that the park was open, we were able to get tickets and our family had the experience before my oldest graduates and moves onto other life adventures.",Universal Studios Florida
ShayT,5.0," April 18, 2021",Spring Break,"My family and I went to Universal Studios during our Spring Break. We purchased a 3 day 3 park ticket, and it made our trip very enjoyable. The Universal App helped us navigate which rides had the shortest waits, so we parked hop based on these times. Being able to use the 3 days within a 6 day time frame made our trip more restful. There were 2 days we walked over 20,000 steps. This was our first theme park visit since my 11 year old was diagnosed with Type I diabetes. He has to travel with a bag of medicine and supplies. All the ride attendees were very accommodating to us and helped us store his supplies prior to getting on the rides. I can’t thank y’all enough! We were very impressed and appreciate your help. My favorite ride was the Harry Potter train. I’ve read all of the books, and it was surreal to experience this ride. They did an incredible job making the books come to life. This area is extremely crowded. I would like to go back at a less busy time and have time to more time to enjoy.",Universal Studios Florida
Pissed off in orlando,1.0," April 18, 2021",Horrible experience,"I would not got there if it was free, no service, long lines, price gouging on express pass, mask nazis, no bar service. Do not waste you money!",Universal Studios Florida
Biff Simpson,1.0," April 17, 2021",Universal corporate can’t be proud of this...,"You can’t imagine how disappointed I was with Universal Studios in Orlando. One hour on hold to buy tickets before I got to the park ( and they suggested I hang up and call AAA). The drone of “keep your masks on or we will remove you from the premises”. Some rides were jam packed while others loaded to 1/3 full. Surly and unhelpful staff ( when you can find them.) Few tables or benches that aren’t in direct Florida sun. No maps aside from one stand at the main entrance and almost no signs. I had my heart set on the Hagred ride and couldn’t get a place in the virtual line all day. Every ride ends at a gift shop. They wouldn’t let me buy a meal in Jurassic park without giving my email and phone and I was deluged with spam by days’ end. Just badly done. I’ll never, never be back  By the way, the butter beer is just cream soda",Universal Studios Florida
SaavySue,3.0," April 17, 2021",Not that good,"For the price we paid I expected a better experience. The rides could be more accommodating to larger individuals. Very limited options for clothing sizes for plus size women. Too much walking - no shuttle from he parking lot and the food options were too expensive. The one thing that made the visit worthwhile was the Bourne Stuntacular. Best show ever! But again, seating could be wider for the larger individual.",Universal Studios Florida
luv2travelHonolulu,1.0," April 17, 2021",Dirty and rude staff,"First the way they do their entry lines is ridiculous. See Disney and Sea World on how to do it right. They have those airport bins and metal detectors but if you watch, they don't clean the bins at all. They just move them back to the front. Okay in normal times but if you require face masks and social distancing then clean your stuff! They don't do reservations so if you get there and its at capacity you get turned away. That is a stupid policy and bad customer service. They have bad food and bad service. Avoid avoid avoid",Universal Studios Florida
jackie p,2.0," April 16, 2021",not a good experience,I was quite disappointed that it was suppose to be open at a certain capacity but it was so overcrowded that you had to wait 1hour and 20 minutes for most rides We couldnt get near any of the harry potter rides we went on 4 rides total from both places and left disappointed,Universal Studios Florida
Curtis T,1.0," April 15, 2021",Horrible - Buyer Beware - Wait Times Ridic!!!,"I'm an amusement park fan. This was the worst experience of my life! 4 Major Points: 1) Locked out 2) Wait Times 3) Customer Service 4) Ride Shut Downs 5) Locker Fees  1) Locked out of Volcano Bay even though we arrived at 8:00 AM! Universal Oversold their parks. We bought a 3 Day - Park to Park pass. We were told by Guest Services that if we got inside Universal Studios or Islands of Adventure, we would be counted in the capacity count for Volcano Bay. My family went to U.Studios at 8:00 AM. We road a couple of rides then walked to the shuttle bus to go to Volcano Bay at 9:30 AM. The Bus Police asked to see our tickets. We were not allowed on the bus because Volcano Bay was at capacity the moment it opened at 10:00 AM!!! Universal states if you are in any one of their parks, you will be included in the capacity numbers. The Bus Police said they would ONLY ALLOW Single Day Volcano Bay Ticket holders on the bus. Universal never explains that Single Day Ticket Holders have preferential treatment or status vs Multi-Day Park To Park Hopper. We paid extra for Park to Park Hopping. I went to guest services and they told me the same thing. ""Sorry, Single Day Ticket holders are guaranteed admission and my 3 day Park to Park doesn't guarantee me admission."" We spent $2,700 and could never get to the water park. Universal suggests getting to the park early as the park may reach capacity. Volcano Bay reached capacity right at 10:00 AM when it opened. There were people waiting at the gate who were turned away at 10:00 AM. You can't get to the park any earlier if it reaches capacity before it opens people.  2) Wait Times - Ridiculous even with Virtual Line Pass. Our family had the App open and could only snag 1 time for Hagrid's. The line was so long, we waited 110 minutes! That's almost 2 hours long even with Virtual Line Pass! No 2 Min 50-second ride is worth almost 2 hours waiting in line! We averaged 7 rides each day. Totally not worth it! So many lines that were 45-90 minutes wait times.  3) After several families almost revolted over the Volcano Bay debacle, one of the guest services individuals gave me the Guest Services contact phone number (407) - 224-4233 to voice my complaint. This Guest Services number doesn't allow you to talk with a real person about any complaints!!!  4) Ride Shut Downs and inaccurate wait time postings. A) Waited 40 minutes for MIB and it shut down. B) Waited 30 minutes for Rip Rocket and it shut down C) Waited 15 minutes for Minions but left line because of delay  5) All the $2.00 locker fees add up!!! Beware!  Never Going Back! I can go to Cedar Point, Six-Flags, and King's Island to obtain greater value for the money spent at Universal.",Universal Studios Florida
Portlandmama,4.0," April 14, 2021",Great trip,I think JK Rowling saved Universal. My daughter who is a huge Potter fan wanted to go for the HP worlds and that is all we did. The rest of the parks we both had no interested in waiting in long lines for 3-D rides. If you only go to one park though and don't care too much about rides Universal's Diagon Alley has more to offer than Hogsmead. The gringots ride though is a lot scarier than we thought it would be though. I guess we should have figured with all the warning about not to ride if you have high blood pressure! The park was crowded though everyone was wearing masks. We didn't get yelled at if we were having a sip of water or taking a break sitting down without our masks on like I have heard in some reviews. They have learned from Disney in that the staff are like cast members and anything they talk about it's like they are really in Hogwarts.,Universal Studios Florida
Curtis W,2.0," April 12, 2021",If you are wanting to ride the major attractions...read this.,"Let me begin by saying my wife and I love US. But, the whole idea of virtual lines, and only opening certain times throughout the day, is a major problem.  US has implemented a procedure of designating times (11:00, 2:00, 4:00) when a virtual line will open up for certain rides, including the major attractions like Hagrids... The problem is that at the stroke of the hour, the lines are already full. We attempted, for four days, to get a place in a virtual line to ride this ride. After spending thousands of dollars on a vacation, researching, reading, and watching several videos on the new ride, we were excited to finally experience this world class ride, but to no avail.  When we were watching our phones changes to the hour, we were forced to continually ""refresh"" our request to secure a spot in the virtual line. Literally, we were hitting refresh as fast as we could, yet, we were not able to get a spot. When the screen changed a couple of times for us to select a time slot, we thought we made it in only to find out when we submitted our time that those times were already full. Just an insane system.  I understand if this was done to avoid standing in lines due to Covid, which is why I gave it two out of five stars. But if this is the new way of standing in lines, only the quick fingers will ever make it on a world class ride, especially in a park that is as popular as US.",Universal Studios Florida
Melanie S,1.0," April 12, 2021",Horrid Customer service,"This is a review of customer service. Holy heck, i have NEVER had a more terrible customer service experience, especially compared to disney. I tried to change my reservation online but was told i need to call. I waited 2.5 hours on hold to change the date of my hotel stay. I had purchased a 4 day promotion and bought the cancel at any time add on. I was told it wads 50$ to make any modification to any reservation with Universal. Disney would NEVER. at disney you can easily change reservation add and link tickets all online, The customer service is GARBAGE for universal.",Universal Studios Florida
Linda Davidson,4.0," April 12, 2021",Fantastic!,"The whole trip was fantastic! My kids enjoyed it, my husband enjoyed it, I even enjoyed it which is surprising as I don’t like rides! The only thing that somewhat rained on our parade was it was raining, of course the park staff can’t control that! That and my husband saying he wanted a divorce were the lows of the trip but the rest was filled with highs. LOL! Like my little one saved up and loved all his little souvenirs, and his older brother liked all the rides! I would visit again maybe in a few years when COVID goes away. Lots of love from Linda!",Universal Studios Florida
Christine S,3.0," April 11, 2021",COVID Protocols Inconsistent,"We took an Uber from the hotel, and that was easygoing since we were dropped off at a parking garage. No walking in the heat until we got to the main entrance where our personal belongings were scanned through a security check point. No temperature checks!!!! We visited on a Friday.  We had mobile etickets. It was easy to show and go. No need to wait in line when we first arrived at 3 pm. Pleasant weather with a nice breeze in April.  There are 2 important things you must know prior to purchasing tickets:  1) The former Harry Potter rides (Hogwarts Castle and the Hippogriff) are located at The Islands of Adventure. Thankfully, we've been there twice since Harry Potter was introduced to Orlando. The latest and greatest ride in Diagon Alley is the Gringotts Bank Vault Ride. Both Diagon Alley and Gringotts Bank ride are situated at Universal Studios. If you want to ride the Hogmead Train at Kings Crossing, you will need to purchase tickets to both The Islands of Adventure and Universal Studios. It's a 4 minute train ride! Please keep that in mind.  2) Unless you have an Express Pass, you must expect long wait times. All the rides will not have all the seats filled. For example, if the seat row has 4 seats total staff will only allow 2 people per row. If you have an even number of people in your party, you can have a partner sitting next to you. If you have a odd number, there's going to be a member going solo. Some lines entering rides will have a 6 foot distancing between families/parties while others do not. I'm not sure why this happened. Gringotts are people packed like sardines inside the bank while Shrek had people incredibly spaced out in line.  What I was disappointed with is that there were not alot of benches and seats! However, there were alot of tables set up everywhere the eye could see. Most of them were ""bar/pub"" style tables where you stand up and eat. It's not my favorite way to enjoy delicious but expensive food but pleased that the tall tables were spaced 6 feet apart.  Also, i was disappointed that there were not many sanitizer stations near food vendors. There were numerous sanitizer stations in and near gift shops, in attractions, and in stationary exhibits. I feel it's important to have sanitizer stations in all entrances to restaurants and food vendors. Even in restaurants, hand sanitizer, was few and far between.",Universal Studios Florida
Lance H,2.0," April 11, 2021",Rude Manager,"So I’ve always loved Universal Studios and I took my wife yesterday 4/10/21 for her first time and she is pregnant so she couldn’t ride any rides but she was able to wait in line with me, except for the last ride of our day which was the Hulk Coaster. I waited well over an hour to only find out that the ride has temporarily suspended operations due to inclement weather. About 20 minutes passed and here comes my wife with one of the employees just to check on me and thank God because I was getting worried about her but I was so close to the front of the line and wanted to wait a little while to see what happens, so that put me in a dilemma. The employee let her stay with me and then about 10 minutes later, Ashley, one of the managers came and told my wife she had to “get out of her line”, with such a rude attitude about it. We told her the situation and she knew about it but still said she could not stay with me. I was pretty ticked off at the way she was talking to us. I know she was doing her job but there definitely is a better way to handle a situation and that was not it. After waiting an hour and half I ended up getting out of line with my wife mainly because I did NOT like the way we were just treated. It killed my mood from the whole day and that’s just not right. Universal, you really should train your employees and managers on people skills. I would like for you to resolve this matter by actually talking to Ashley about this because that attitude was highly unprofessional and unacceptable.",Universal Studios Florida
Jen H,1.0," April 10, 2021","Filthy, over crowded and a joke.","We were super excited to go and get lost in Diagon Alley and Hogsmead. We knew going the first week in April we would be dealing with crowds and extended wait times, however what we experienced in the parks was absolute chaos.  Aside from the initial temperature check, their enforcement of social distancing and mask wearing was a joke.  Bring your own hand sanitizer and something to wipe off tables. Plan on everything taking 3 times longer than what you expected.  If you're expecting limited capacity.... think again.  I witnessed a woman pass out cold in a line. We screamed and yelled for help, there was not a staff member within ear shot, it took over 10 minutes for someone to come to assist her.  I'll never go back. The park was filthy, completely over crowded and we rode a total of 2 rides. Never again.",Universal Studios Florida
DLB725,1.0," April 10, 2021",Awful,4/9/2021 - The park has a recording about face mask which they do not require guest to do. This is unlike Disney which requires guest to maintain 6 feet and wear a mask at all times except for eating or drinking while sitting. This park was a horrible experience for me and my family.,Universal Studios Florida
Kim T,2.0," April 10, 2021",Not going back,Please do not make the mistake we made thinking there will not be that many people since you have to choose your ticket dates. That park was so crazy and crowded. Social distancing is nonexistent. We wasted money thinking this would be enjoyable for our daughters birthday. Highly disappointed.,Universal Studios Florida
Christine P,5.0," April 9, 2021",My Experience With Universal.,A great theme park for thrill seekers and Harry Potter fans of course. Great fun for all ages and our family loved the theme park a bunch. Volcano bay is a great place to visit for water park fun.,Universal Studios Florida
shezwhitey,3.0," April 9, 2021",Good but will be our last time,"This will probably be our last time to Universal. We have been here several times before. We like the rides and this time was no exception. However we had some problems. I am going to mix a little advice into this review in hopes that it helps others have a better time and Universal to think about a few things.  First, get park to park tickets and give yourself at least 2 days to enjoy the rides and different aspects of the parks. Second, get express passes. You will either need to purchase them or you will get them included if you stay at one of the 3 on-park exclusive hotels that include them. This time we stayed at the HardRock. Without express passes you will not have a good time. Third, get to the park early at least one day so you have time to relax in the afternoon at your hotel pool. Fourth, if you are going to eat at a restaurant in the City Walk you should make reservations 3-4 weeks in advance. Fifth, best lunch by far was the Thunder Falls Terrace in Islands of Adventure. We got the chicken rice bowls. Great flavors and it is basically the same cost as a hotdog and chips and we did not need to wait an hour for our food. Sixth, skip Fast & Furious - Supercharged!!!!  We stayed at the HardRock which I mentioned above. We stayed 2 nights 3 days. That meant we got express passes for 3 days. That is the best part! We arrived Tuesday March 30th and left Thursday April 1st. Tuesday and Wednesday seemed a little less crowded. Thursday was very busy. As park hotel guests we do not need to wait in the standby line. We can get in early, leave, and get back into the parks without any wait. Express Passes meant we were able to ride a lot and usually waited 15 minutes or less in line. However, it seemed that express passes got poor treatment at The Mummy. We were not happy about that but there were plenty of other rides.  Hagrid's is a great ride but it is Virtual Line pass only. Express does not work for that ride and that ride alone. As hotel park guests we get early park entry and you can get in a standard line for Hagrid's. They closed that line at 8am and then it went virtual line only. The virtual line experience is total crap. It is one of the big reasons we will not be back. We had 4 people with smart phones and checked at very specific times for extra ride slots and out of 3 days we got one extra ride.  Social distancing is not enforced and there were too many people let in to the parks. Mask wearing was actually very good and the park employees were very good about reminding people to wear masks and how to actually wear them.  Universal... first, what were you thinking with the Fast & Furious ride? It is the worst ride / virtual ride and if we didn't have express passes this review would have been far worse. Second, people should not need to wait an hour in line to order food and then for it to take another hour for that food to be ready. There were lines at every place to order drink or food. If you are going to let so many people into the park you need to make sure that you have enough food and beverage stations available.",Universal Studios Florida
Angela SP,5.0," April 9, 2021",Hot but Enjoyable,Visited the park during covid and didn't feel overwhelmed. The attendants reinforced the mask policy and that was more than appreciated.,Universal Studios Florida
