reviewer,rating,written_date,title,review_text,branch
Toowoombatourist,5.0,"December 26, 2019",FAMILY FUN,"Best tip would be that the fast pass is worth the extra cost....if you want to make the most of a one day visit & experience pretty much all the rides! As with other Universal themeparks worldwide, the park is wonderfully clean & well maintained, the staff are very friendly & helpful and the food choice was fairly varied ...the diner's burgers were pretty tasty!",Universal Studios Singapore
colby101105,5.0,"December 26, 2019",We Had A Great Time,"It’s certainly not as big as the Los Angeles Park but we had a marvelous time. It took about 4 hours to see the park but that’s because there were zero crowds. All in all... a fun day,",Universal Studios Singapore
vyomac2018,1.0,"December 26, 2019",A BIG NO,"Visited this place with Express Ticket on 23rd December only to realize this place is good for nothing. The rides are very average , the place so packed that even after Express Pass one can expect a wait time of 100 mins for each ride. In some of the rides the Express queue was longer than a normal queue. Nothing much for the toddlers. The slightest of drizzle and all the rides are suspended. Within the premises also along side almost all rides, one has to take lockers on rent (with rentals as high as 4 SGD per ride). Above all, our new iPhone was stolen during our visit. Seems pickpockets frequent this place. So be careful with your gadgets and money.  Overall, a very disappointing experience. Can be easily avoided with no regrets. Places like Hong Kong Ocean Park is better in terms of quality of rides, pricing and management.",Universal Studios Singapore
Michele O,5.0,"December 26, 2019",Great theme park!,"So we stayed from 11am to 10pm! There was fireworks show (4min) at 10pm on fri and sat.  Actually after spending the whole day there, I would recommend coming in after 6PM and rush for the rides, the queuing time significantly cut by half. We queued 1.5 to 2 hours for each ride in the afternoon. Nearing 6PM, more people left the theme park, we spent like 15min queueing for one ride.  So, no rush, come later and enjoy more rides and stay all the way to the fireworks!",Universal Studios Singapore
siying,5.0,"December 26, 2019",Cylon & Human are my favourites!,"Even with the long waiting time, the adrenaline I am able to get from the Cylon & Human ride are really satisfying! The mummy ride is great too :)",Universal Studios Singapore
Eric G,5.0,"December 26, 2019",Very enjoyable but too crowded,"This is definitely a family oriented theme park. Unfortunately, it provide less ride for children below 5. Hope they will expand USS to have more children oriented theme park experience.",Universal Studios Singapore
Kailash N,2.0,"December 26, 2019",Standing in queues,"Overcrowded, poor food choices especially for vegetarians and lack of exciting rides makes this a very poor destination to visit. The wait time during peak times was well over 100 mins per ride and due to poor line management meant it takes ages for the rides to turnaround. Food halls are over crowded, expensive and some very poor quality food served. The toilets were crowded, dirty and lacked any cleaning during 6 hours we spent at the park.",Universal Studios Singapore
Nicole S,1.0,"December 26, 2019",Better to spend your time and money elsewhere,"Two hours and 15 minutes to get on the Cyclon ride? Seems Singapore has yet to discover consumer law. 42 dollars for some nuggets and a couple of drinks at the Starbot Cafe?  Yeah, no thanks. The only express pass has clearly been oversold as has park entry. The whole thing is now a dud. Spend your time and money elsewhere folks.  As a matter of fact, I would go as far as to say Singapore has jumped the shark!",Universal Studios Singapore
Clover812,4.0,"December 25, 2019",Smallest of all Universal Studios,This was the fastest time we finished a whole theme park. It’s the smallest we have been and half day will be more than enough.,Universal Studios Singapore
Sharon F,5.0,"December 25, 2019",VIP Experience,"We had the most amazing day with the VIP experience tickets. We were welcomed into the VIP reception and offered cold drinks and was introduced to our guide for the day Cassandra. Our VIP tickets had pictures of Minions on which I had put down as a request for a meet and greet. It was little touches like this that helped make our day. Cassandra offered us a map of the park and explained what we would do in the tour and booked our meet and greet sessions. Cassandra explained that another family might join us (as the tour can have up to 12 people) however we weren't phased by this. Our first part was only the 3 of us and then the other family joined us.  The VIP Experience allowed us to walk straight onto the rides, even rides that aren't included in the unlimited express tickets. We were the first to do our meet and greets - we choose Transformers and Minions. The tickets included unlimited passes so after the tour finished we were able to choose which rides we wanted to back onto plus a $25 meal voucher per person. We went on 9 rides plus the adults were offered the opportunity to go onto the Battlestar Galactica. There was a VIP room at the Waterworld show which was welcoming with a cold drink. I highly recommend the pizzas at the Italian place, they are huge and filled our family of 3. We had booked the 10am tour and it finished at 4pm as the guide has an hour lunch break during the day. Cost wise it worked out only slightly more expensive than purchasing the entry ticket, unlimited pass plus the $25 per person food. The ticket was slightly discounted due to a promotion they had on if you pay for the VIP tickets via a Mastercard. We truly had a fantastic day and I would highly recommend the VIP experience.",Universal Studios Singapore
cylcylcyl,4.0,"December 24, 2019",Amazing!,"A lovely and thrilling experience alongside with my girlfriend. Visited during Halloween, even though all the queues to the haunted house were long, it’s worth it!!!",Universal Studios Singapore
janicea675,5.0,"December 24, 2019",Rainy but fun,"Even though I went the one day that it rained, I still had a enjoyable time. It’s a nice abridged version of the Orlando park, but still really nice. Because I went during a layover I wasn’t really prepared for the rain like I should’ve been so I kept my visit to the protected areas from the rain. But I was able to see some of the characters walking around as well as a visit from Santa Claus who welcomed visitors to take photos with him. If you’re in the area it is really nice to visit.",Universal Studios Singapore
Marius Jovaisa,1.0,"December 24, 2019",Very greedy organization,"Bought Express Unlimited for my whole family - 6 persons at 160sgd each. Nevertheless, at some attractions had to wait 30 minutes! They claim they sell only limited amount of these passes but apparently it is not true. Very disappointed, most likely it was our last time here.",Universal Studios Singapore
Debbie Irawan,5.0,"December 23, 2019",Great theme park in Sentosa,"It’s our second time here. This time our daughter already 8yo so she can ride almost all the attractions.  As we come in rainy season, it was raining since morning but it didn’t stop us to play. Most of the rides are covered so we’re not soaked in the rain. They sell umbrella and rain coat too if you need.  We managed to try almost all attractions in around 4 hours. We buy the ticket online and enter the park hassle free. Gate open at 10 AM. Food areas & toilets are lots.  My daughter is very happy. We came during Christmas season, so the decoration & performance is Christmas theme (oh, we managed to take photos with Santa too!) Next time we’ll be back in another season",Universal Studios Singapore
Mable Kwan,5.0,"December 23, 2019",Fun Fun Universal Studios,"Personally our team loves Transformers the most.  Don’t miss the show at Waterworld! If you choose to sit at “water zone”, suggest to bring a set of clothes to change 😅  Visiting S’pore during winter time needs to prepare heavy rain especially in the afternoon, so better to play all outdoor games upon arrival in the morning.",Universal Studios Singapore
Curiosity786751,4.0,"December 22, 2019",Universal studios experience shared.,"It's good place to visit with kids of age7 and above. Few Rides were mind blowing. Few notes before you visit Singapore: 1) Buy tickets from Klook, this will save your time at ticketing counter. 2) Must buy local sim at the ariport 3) Download grab taxi app. It's an issue to get local taxi, book a cab from grab taxi (just like uber) or travel by MRT. After breakfast at Murgan idli ( Sayad Ali road - Mustafa center) grab taxi to Vivo city mall. Take funpass and go by sentosa Express. Must go rides at Universal: Revenge of Mummy. Battlestar Galactica Transformers the ride. Jurassic Park Rapid adventures (you get wet in this ride so you may buy raincoat for 3$ at the spot or pay 5$ for drying pod where 4 can get in at a time. Or take turns. For kids who love adventure dont miss "" Amber Rock Climb"" good for age 10yrs and above. Waiting time for rides will be 40min to an hour during vacations so plz avoid weekends. Go to Universal studios on a weekday. You may carry water bottles as water refill stations are available also carry light food or for indian food go to the food court at Egypt Pavilion. All in all good experience, take pictures...and enjoy.",Universal Studios Singapore
L920,5.0,"December 22, 2019","Must Visit if you are with Teenagers""","If you have time and sense of fun adventure this place is the one. You can improve your skills of patience due to long queues of each rides which can be minimum 30 minutes up. For extra bonus this park will closed down some rides due to inclement weather, take a deep breath and contemplate yourself because you already standing there in the queue for half an hour.. Open 10am-10pm, you can take cable car, vivo monorail or RWS8 bus located at ground floor of vivocity.",Universal Studios Singapore
Rajesh B,3.0,"December 22, 2019",family trip,"ok , need to go early, long waits at rides , good choice for food and beverages , not sure if we would go again",Universal Studios Singapore
manz2708,4.0,"December 21, 2019",Loved the rides...,"The new Christmas stage show was super amazing... lines are at least 30-45 min long. But if really wanna have an express experience . 730-930 it is.. u can literally do all of the rides twice..  Regarding food- just like every other theme park. But a big no no to buying seeet potatoes. -the lady serving it,during punching it did not even mention that they r not ready or currently unavailable. Just inorder to make ur bucks- u give hard uncooked stuff. Disappointing .",Universal Studios Singapore
mummyoftwo,4.0,"December 21, 2019",A day well spent,"We are a family of 2 adults and 2 children, age 8 and 9. Our 3rd visit but 1st with Express Pass and both of our kids finally exceeded height limits for all of the rides.  Reccommended ONLY with the purchase of Express Pass and ensure that your children are above 130cm to enjoy all of the rides.  Reached 1pm and make our way to the exit at exactly 10pm. A total of 9hrs inclusive of heavy downpour for about 1-2hrs.  Do take note that ALL prices are rediculously expensive so enter after a meal or two. Bring along water bottles. There's water cooler for refills.  A can of coke costs $4. A 3 piece chicken meal costs $18.50 from Goldilocks. A donut from StarBot Cafe costs $6. A scoop of Ben&Jerry's costs $7.  Revenge of Mummy was insanely drop dead crazy. My heart was missing somewhere along the ride. If you're an adrenalin junkie, take this.  Everything else was awesomely good!  To summarize: Must purchase Express Pass. Have a meal or 2 before entry. Bring your water bottle.",Universal Studios Singapore
Vatsalpune,5.0,"December 21, 2019",Awesome,DONT GO WITHOUT EXPRESS TICKETS There are one timers where you could go through express way multiple times and then there are multiple timers You will have to wait atleast half an hour on each ride if you dont. Now the actual review; I must say that as this is the smallest universal studio it might actually be what makes it special... There are no rubbish rides all the rides are fun except for two or three kiddy ones. Transformers was perhaps the best alongside canopy ride in Jurassic park... You'll get the rides description anywhere so let me tell you other stuff... I don't recommend elderly people my grandparents were not able to walk such long distances and most others won't too. They could not go into the more thrilling rides because of heart complications... And they eventually left halfway through... Young ones will enjoy a lot of course. So just gear up as there is actually not much to say anyway amusent parks are always good..,Universal Studios Singapore
Roshen S,5.0,"December 21, 2019",Definitely worth the visit,Entry ticket includes all rides and there are plenty to go around to spend a good full day. Lot of shopping and dining options as well although a bit pricey. Easy access from the sentosa express connecting to vivo city mall.,Universal Studios Singapore
Vortex,2.0,"December 20, 2019","If you like lining up for hours on end, this is the place for you!","Big waste of time and money... If you want to have a good day at Universal Studios, go to the one in America.  The Singapore Universal Studios is small, outdated and extremely overcrowded, not to mention, ridiculously expensive for what it offers.  We spent most of our day here in queues, just lining up in the heat waiting for a sub-par ride or attraction. The worst part is that Universal charges you an exorbitant fee for an ""express pass"" to cut the queue. These suckers who have paid an arm and a leg are guaranteed to ride A LOT and maybe you do get value for money for this pass. However, if you didn't pay for this pass (which is the majority of tourists), you're stuck in line watching these guys skip the line over and over again before your line has even moved one person.  There were regular, unexplained delays in the rides with no warning on how long the wait time would be for the ride to be operational again.  The attractions are so outdated... For example, the Waterworld special effects show... Not only is Waterworld a terrible movie to begin with, but it's from 1995! Families with young children wouldn't even know this movie. Then there's the Battlestar Galactica rollercoasters - sure it was a relatively popular Sci-Fi show in 2004, however, that's 15 years ago... Not appealing to the young audience of children who frequent the park.  Then there's the locker scam. Sure, the lockers are free for a certain time period when you go on a ride, but you may end up paying more money if you get stuck in a line for hours and can't decide if it's worth the sacrifice to leave the line or stay in it since you've been there for so long.  Oh, and we went on a Monday and spent the whole day in lines, only riding 4 attractions... Apparently weekends are even worse...  Overall, don't bother! It's not value for money and there are better things to see and do with your time in Singapore.",Universal Studios Singapore
emetjr,5.0,"December 20, 2019",Hollywood or Bust!,This theme park lived up to its hype. The great Shows can be relieved and it was a lot of fun. Those high roller rides were not for us but the 3D rides like that for Transformers and Shrek were a sure blockbuster. Nostalgia is all I can say seeing Big Bird and The Count! Two of the muppets I grew up with.,Universal Studios Singapore
Ashutosh A,4.0,"December 20, 2019",Awesome,"This is definitely the best thing to do in Singapore. Must do rides/attractions - Battlestar Human and Cyclone, Transformers, Waterworld, Lights Camera Action, Canopy Flier, Dino Rapids",Universal Studios Singapore
hekim m,2.0,"December 19, 2019",Nothing but queues,Despite the experience entry fees most of my time spent in queues only. Nothing except wasting time and money. Events are nice but you need to have unlimited time and super legs. I think it didn’t worth!!!,Universal Studios Singapore
TheFallenRib,5.0,"December 19, 2019",Great for kids and toddlers!,"The only thing “negative” are the wait times. Even on weekdays the wait times are between 10 minutes to 1 hour. There are fans blowing air but you’ll be standing amongst many other people during all this time.  I guess you need to reach early, get the express tickets and/or ride alone/individually. Plan to spend an entire day here, and avoid weekends if possible.  This time we traveled with a 2.5-year old. There are many rides and events for kids who can’t sit on the big rides. The Madagascar and Shrek rides, Spielberg’s hurricane set, the smaller rides at the Lost World are all massive fun. There are tons more things to do for toddlers and little kids, so don’t worry if you are taking little ones!  Carry lots of water and some food. Sometimes the lines for food and drink are as long as the rides themselves!",Universal Studios Singapore
Bliybliy,3.0,"December 19, 2019",Need to Freshen Things Up,"I was at this place many years ago and when I visited again recently everything is still the same no changes. I was expecting maybe there would be some new rides or maybe at least some Of the shows they will change it but it is exactly the same.  The park is not that big to be honest and if this is your first time then you will probably enjoy the experience there. But if you have visited before and experience all the rides and shows, then it will be kind of boring because it’s the same thing.  The transformers ride is excellent and fun. Too bad they are still using the same story and did not change it with another new storyline. The outdoor roller coaster was closed which is a disappointment. We wants to with the waterworld stunt show which starts at 3.30pm but it was cancelled due to the weather which was going to rain. That’s another disappointment. I think they should start the show earlier. Why must you start so late at 3.30pm? You should have a few shows throughout the day starting in the morning.  Overall i would say this is just above average If you have visited it before. And it will be a good rating if you are there for the first time.  I think it’s time for the Mgmt to start thinking about perhaps changing things a bit to give your customers a surprise and something new to look forwards to.",Universal Studios Singapore
n4xmii,4.0,"December 18, 2019",Universal studio,"Lots of fun activities for the kids and adults as well. Enjoyed the whole day. Would recommend the transformers ride, madagascar ride, the mummy (movie themed) ride and the far far away (shrek) ride as well as universal studio sound studio and the elmo ride which were enjoyed by the kids. Missed having a minions ride or theme park area.",Universal Studios Singapore
Andy D,1.0,"December 18, 2019",USS needs to maintain its park’s quality,"Whenever I visited uss i always bring somebody who’s been there for the first time. On the shrek 4d, some seats are are no longer working the way it’s should be. They’re not bumping anymore. I was waiting for the moment for the air(spider effect) to take place to scare my friends but to my surprise they aren’t also functioning. Lastly, I noticed the t-rex’ neck skin is thorn, wirings are visible. I remember the first time I visited there last 2010, it was one of the happiest in my life. Everything was so awesome. But now.....sad",Universal Studios Singapore
Girish Kumar Hargovind,5.0,"December 18, 2019",A MUST VISIT PLACE,Visited this place for the second time in past 2 years and must admit it was worth it. The whole place is so well organised and all the rides and shows are very well manages. The best show according to me is the TRANSFORMERS,Universal Studios Singapore
Alex,5.0,"December 18, 2019","Must seen adventure, i was like baby there😄","For sure it was one of my best adventure experience ever they took me again to childhood, the area has been divided to so many world like Madagascar cartoon and far far away by Shrek and Donkey and Jurassic park. Each world usually has 2 to 3 fun activities and also some live shows you must see them all . I did some games twice and be there around 7 hours I didn’t feel passing of time. For me it was the most memorable place in singapore i will really miss. Definitely will visit singapore again to visit universal studio again.",Universal Studios Singapore
Vacation36236119444,5.0,"December 17, 2019",Great place for kids!!!,"We visited the Universal studios in Nov 2019 and it is a amazing, specially for the kids, You can have the great pictures and good rides, Overall a nice experience.",Universal Studios Singapore
PremiRaj,5.0,"December 17, 2019",Never enough,Expect for long queue during weekends. My kids really enjoyed themselves very much and want to come back again next year. Well maintained. Overall experience was great even for us as an adult. You feel like a kid again... it was fun!,Universal Studios Singapore
Lengkhoon,3.0,"December 17, 2019",Improve on the ‘software’,"My family went on a wet December day. Understandably so, the park is world-class and the rides are enjoyable! However, visited USJ and USC and just visited Disneyland in Japan, I find that USS can work on its staff. The workers seem to dread being there. They looked jaded and are engaged in their own conversation. One even mentioned that she is changing job is she finds the work ‘monotonous’. Save a few good ones, USS should seriously look into the morale of their staff or else. Perhaps, they should visit USJ or Tokyo Disneyland and see how the staff there works.",Universal Studios Singapore
Hervey2,5.0,"December 16, 2019",Great fun day out,"We were there for the day in late November. We arrived for opening time and was very few people there. By lunchtime it was fairly busy. Express pass is a must have. Even though it wasn't overly busy there were still 50-60 minute wait times on certain rides. If you wanted to see everything in a busy period I doubt you would make it with out an express pass. I guess it depends on the kids age/s as not everything is appealing to small children, so may not be necessary to see everything. Fun for adults too. I have been to the Hollywood one and not a great deal of difference I thought. We enjoyed it.",Universal Studios Singapore
KarenJordanT,3.0,"December 15, 2019",Experience USS in SG,"If you have a day to spare - come and enjoy your day here. Music, rides, adventure. Fun but tiring day.",Universal Studios Singapore
Goh W,5.0,"December 15, 2019",universal studios my favorite ride,"I went there for 76 day,14 month & it was most marvellous wonderful ride, I go to universal studios in between twice or once pare week, it bean a amazing rides ever it because I went there alone & wonderful, my 1st ride was going to universal studios whose 2012 with volunteer, my 2nd ride whose going with collea & my 3th ride whose going with my bestfriend, I going to universal studios with my roommate, so I recounment you to a get universal express lane",Universal Studios Singapore
Sekar PM,2.0,"December 13, 2019",Uss visit,They need to look @ adding new rides. Waiting time is too long and the food choices are limited and rather expensive.,Universal Studios Singapore
Marc D,4.0,"December 13, 2019",Avoid weekends,We visited Universal during the weeK? Everybody kept on saying to avoid this place in the weekend. It was a rainy day but it was no problem. There is shelter anough to walk.,Universal Studios Singapore
A.J,5.0,"December 12, 2019",Awesome,"A place to go for those who love excitement. Friendly for both kids and parents. A lot of rides however, the queue is a bit long for those who didn't purchase express passes. I went on a weekday and still the same. Will suggest to get express passes and the queue will be less when it's near to closing time. Food options are limited but better than expected. Will recommend to come if neber went before.",Universal Studios Singapore
Myla Person,5.0,"December 11, 2019",WOW!!!That is the first word that comes out from me!,"Exceptional and splendid! No way you will be disappointed!!! Truly feels like Hollywood! Worth the price to visit! Also, as for the ride, please do not miss The Mummy, Transformer! I am no fan of Entertainment park, however, I dare to say, I will be back to Universal Studio Singapore on any given day!",Universal Studios Singapore
T-Jay Ho,5.0,"December 11, 2019",Nice plays,Make sure to bring water and wear a comfortable shoes. bring sandals for some rides that would get you wet. I tried waiting for long queue - 30 min up to 50 min. If you are in a rush buy express pass tickets,Universal Studios Singapore
kiLLergaMMax,4.0,"December 11, 2019",Thrilling rides but a bit hard on the pockets (Don't miss out the mummy returns ride),"We went there on a weekend which turned out to be a huge mistake, because there was a plethora of people around us, we had to get the express pass, so overall I'd say the whole ordeal costed us a lot, but it was worth the fun. Mummy returns was my favourite",Universal Studios Singapore
Jatinder S,5.0,"December 11, 2019",Must visit if you want your kids to enjoy the trip.,The trip is not complete if you don't visit this place especially if you have young kids who enjoys rides. Infact this place offers something to everyone irrespective of age. There are so many things to do that even an entire day would be short.,Universal Studios Singapore
Sridhar T,5.0,"December 11, 2019",Thrilling experience,"Excitement to the core. A world of thrilling rides, water sports, great place for photography. good dinning options are available and we can have memorable moments",Universal Studios Singapore
MAAN,4.0,"December 11, 2019",Young and Vibrant USS,"USS is a park for families and friends to bond. There are lots of attractions to engage with although lines tends to be long especially in the middle of the day. If you plan to explore this place on summer brave the heat. Do not bring big bags as some rides doesn't allow you to enter but you can rent a locker. You can bring water bottle as there's drinking fountain where you can refill it. Food prices inside are high so eat a lot before going here then eat after you enjoyed the place, outside USS. If you love taking pictures find an IG-worthy spot, there are lots inside.",Universal Studios Singapore
Bob. D,5.0,"December 10, 2019",Does anybody know how much is the ticket for the kids who are 3 and 5 years old?,Help me to give me some information about the ticket price and the height of the kid that can go intonthe USS? Tq,Universal Studios Singapore
robertianl,4.0,"December 10, 2019","Another of Singapore's must see attractions, no matter your age.","Another of Singapore's must see attractions, no matter your age. The only thing that i found off putting was the baggage check on entry, great to keep people safe, but it was more a check for contraband in the way of our own food & drinks, which apparently are not allowed, you are expected to pay top $ for it in the venue. Otherwise, it's a great place especially if you are a fan of rollercoasters, which I'm not. We got drenched on the river coaster, and some paid $5 for a person sized blow dry machine. The poor woman sitting opposite us wore white shorts & t shirt, which became transparent when wet.... but you soon dry off in the heat.",Universal Studios Singapore
Kathleen D,4.0,"December 10, 2019",Good to go once,It's good to go to at least once but the LA one and Singapore one almost had the same rides so not much variety betwen the 2.,Universal Studios Singapore
Wanderer283,5.0,"December 9, 2019",Will come again,"We bought the usual ticket online and got in well. As recommended, we started from the left lane (Madagascar side) and we had fun a lot although our elders can only enjoyed several rides. It was really unfortunate as it was raining really hard during the noon until 3pm. I got to enjoy all the thrill rides except for Cylon roller coaster (I'll come for you again) the Roasted Chicken Rice at Discovery Food Court tasted good, though I don't know if it is Halal or not",Universal Studios Singapore
sglayla,4.0,"December 9, 2019",Overpriced,"Overpriced & always crowded. Closed early @6pm in Nov (really?) eateries seems a lot but not really in reality in terms of food choices & varieties. Skytrain to and from is always super crowded with a long queue so rather would advise to take relatively a short, sheltered, comfortable walk via connecting bridge back to vivocity shopping centre where the metro/mrt stations is located at the underground.",Universal Studios Singapore
Jhenn Dhezzy,5.0,"December 9, 2019",universal studios ROCKS,this is my first time here in universal studios and its so very cool . i want to be with my friends when i go back again,Universal Studios Singapore
Belinda K,5.0,"December 9, 2019",VIP tour was awesome,"Our family of 4 (kids 9 & 13) did the VIP tour with Jasline and she treated our family so well. We got access to all rides, character appearances and shows without waiting and Jasline looked after our bags while we went on rides. Front seats and priority access on all rides was awesome! Front the moment of arrival you really get the VIP treatment, cold drink on arrival and private air conditioned room to watch Waterworld show was a relief in the hot weather. Jasline found us seats for lunch and made sure we got to do and see all we wanted, she was fantastic! We wouldn’t of covered half as much without the VIP tickets and our whole family agreed it was worthwhile spending the extra money for it. Thank you Jasline for making our day so memorable and special :)",Universal Studios Singapore
BalaPobi,5.0,"December 8, 2019",Best theme park awesome rides,"Best theme park i have visited, enjoy lot of rides, only thing is time consuming for each ride, best for me is Transformers ride and jurassic park. couldn't able to cover in a day. good for kids, family",Universal Studios Singapore
Kirstie F,5.0,"December 8, 2019",Schoolies trip,Smaller that Universal Los Angeles but found this to be a good thing as not as crowded and rides more accessible. Lots of fun and we ended ip staying there all day. Mel's Diner is good to eat at though free refills like Universal Los Angeles would have been heaps better as it was a hot day.,Universal Studios Singapore
SherylQ,5.0,"December 7, 2019",First Family Out of the Country trip,You will definitely enjoy Universal Studios Singapore. Must try rides my number 1.TRANSFORMERS the ride 2.Jurassic Park Rapids Adventure 3.Battlestar Galactica Human vs Cylon. Foods expect it pricey for lunch prepare atleast 3k for 4. Your family will definitely enjoy USS.,Universal Studios Singapore
David D,3.0,"December 7, 2019",Bit disappointing - overpriced outlets,"Thursday morning 24th October and we walked across Sentosa Boardwalk to visit Universal Studios on the Island.  We did pre-book our tickets online, so there was no queuing up just turned up at the entrance.  There were some really good parts about and some disappointing bits. Suppose best to deal with the good bits first.  Transformers the Ride, was our first a 3D in the dark, glasses were provided before boarding, this was definitely worth queuing for.  Accelerator was like a adults teacup ride, a bit of fun.  We queued for about 45 minutes to ride on Battlestar Galactica Cyclon, this was white knuckle and lots of screaming.  Did like the Sesame Street and other statues around the place.  Return of the Mummy was one of the attractions we had highlighted that we would like to experience.  The first time we visited we were told the attraction was closed, we were given no indication for how long.  Rather that wait around in the hope that the ride would open soon, we decided to continue to visit other attractions and return here later.  Over a lengthy interval of time we returned here twice only to find the attraction remained closed. The staff there could not say when it was likely to reopen.  Rather disappointingly we decided to give it a miss as it was not likely to reopen on the day.  There was lots of areas covered in black cloth which were being made ready for Halloween.  The Battlestar Galactica Human Ride, the waiting time never changed from 90 minutes, so we did not bother.  We found the Shops around the Park, Big Bird's Emporium, Hello Kitty Studio, Minion Mart, Universal Store and others were grossly over priced.  Definitely more suited for younger visitors with more rides available.",Universal Studios Singapore
Chai Chen,4.0,"December 5, 2019",I loved Universal Hollywood and I loved this Singapore Attraction Too!,"Totally amazing opportunity! I had the chance to visit Universal Studios Hollywood and it was huge! 1 day is not enough. Here in SG, 1 day is enough. There are lots of attractions inside that were also not present / not available in Hollywood the time I visited last year. So for instance, I enjoyed the Transformers 3D because I didn't get the chance to do that before. Not all rides were the same so I really enjoyed the Rides & Attractions as well here in SG. Planning ahead on what to do is really important to maximize the visit. Me and my sis did skip just a few rides that we're really scared of but we almost rode everything. And since we skipped some, we were able to do more of the Meet & Greet events, as well as the Shows available. It was also a great time to visit since it's Christmas season and most shows were themed with Christmas Vibes. There were probably just 1-2 Shows and Meet & Greets that we were not able to take photos with due to cutoff times (after we lined up also, for a little bit). The fan mists were not working and could've probably been turned off instead. It was not that hot but it was still humid, despite a few times it drizzled that day of our visit. Good thing it didn't rain that much, unlike the previous day we were in SG. However, it could be better if more fans were turned on. Best also for visits to happen on weekdays. It was still packed when we visited (on a Wednesday) and at times, we still had to use our ""Universal Express Tickets"" (we bought separately) since there are queue lines - like at the Transformers Attraction, The Pandages Theatre (showing Elmo Time when we visited - lotsa kids & families), Jurrasic park attractions, among others. It could've been better as well if all attractions were following the policies on Universal Express. There were times wherein they treated those with Express and those without it, as same. Like at the ""Lights, Camera ..."" they made us all line up the same even if we had the Express Ticket and it was accepted there supposedly. My sis had the chance to perform with the dancers of the ""Rhythm Truck"" performance. We knew some of them from home - The Streetboys (which I believe is now called The Rockafellas?) and it was amazing! The closing show we saw (""The Christmas Invention"") was a spectacular attraction as well! All the popular characters were dancing, there were lots of light shows, lotsa dancing and props ... it was a great feat to cap the night! Me and my sis really enjoyed it!",Universal Studios Singapore
Emma S,5.0,"December 5, 2019",Fun day and surprisingly not busy,"I took my dad to the park today (first Thursday in December) from 11:30am to 7:30pm. It was a cloudy day, so the weather was perfect! I was expecting the park to be busy as it is the school holidays in Singapore and the weather was good, but I was pleasantly surprised the park wasn't that crowded. I was at Universal Studios Hollywood earlier this year and the wait for rides are usually at least 30 to 40 minutes. The most I had to wait for rides today was 15 minutes. For the Battlestar Galatica, the posted wait time is usually 60 min. But at 5pm, the posted wait time was 5 minutes! I went on Jurassic Park Rapids Adventure in 5 minutes, the posted wait time was 15 minutes.  I'm not much into rides so I went on only a few, but there are many shows to watch. The shows were done really well and performers are all very professional. The mascot Julien from Madagascar did a fantastic job. He's an absolute joy to watch! Staff are helpful and friendly. Don't miss the Waterworld show. There was also snow simulation at ""Hollywood"" at every hour. The light snow fall looks real, just like the light flurries in Canada.  Download the Universal Studios Singapore app for a listing of shows and ride wait times.  Thank you everyone at Universal Studios for making it a fun day for me and most importantly, for my dad.",Universal Studios Singapore
Savella,4.0,"December 5, 2019",Still good but can be better,The rides are well maintained. I hope they will add a few more thrill rides and really spice up their F&B kiosks because the snacks they are selling are quite boring and repetitive. Their unlimited express pass is a huge plus and I highly recommend getting it to maximize your experience at the park. Thumbs up to the crew and performers at the Waterworld show. They remain very dedicated to putting up a great performance even at times when the audience can be icy. I've seen them perform each time I'm there and they never give me an impression that they have a bad day or something.,Universal Studios Singapore
Roger,5.0,"December 3, 2019",Super fun filled day,"If you visit Singapore and have never been to the Universal studios anywhere else (e.g. in US) this will be a good starter. If you enjoy adventurous rides try the mummy ride , the roller coaster, in short try them all. You’ll not regret. It’s great fun.",Universal Studios Singapore
Miguél F,1.0,"December 2, 2019",Worst Universal Studios ever!,"I am horrified to witness a disorganized management of guests. The queues were so long and you'll end up waiting for more than 2 hours! The lockers are only free for 60 minutes and after that they'll charge you with high fees! If children get lost in the area, there's no support or any way to find them. Just terrible. Some rides are just nonsensically boring AF. The only good rides are Galactica, Revenge of the Mummy and the Lost World. The rest are just waste of time and money. PS. Transformers is not available at the moment when we went there.",Universal Studios Singapore
John L,1.0,"December 2, 2019",Complete waste of money,"What a total waste of money. Nearly $80 for a few rides. Not only is the park tiny, it rained a few hours into the day so most of the rides were closed. If you've got 80 dollars per person to throw away carry on, otherwise spend your money else where.",Universal Studios Singapore
Santika21,5.0,"December 2, 2019",Far far away experience!!,"One word...AMAZING, one of my childhood dream are come true, I enjoyed every attraction and time goes extremely fast when I was there😊",Universal Studios Singapore
Chloe K,1.0,"December 1, 2019",Rude & unprofessional staff at CYLON,"I’m a annual pass holder, and visiting USS every months. On 1st Dec around 14:50hrs, we were queuing for the ride CYLON, and met an extremely rude & unprofessional staff for the first time. I couldn’t get her name since she just walked away but she was wearing yellow color jacket & Chinese looks, wearing a spec, and a ponytail hair. Just because of we are Japanese, she said several Japanese words towards us such as; “mendokusai” which means troublesome! Thank you so much for your kind words ya. Totally disappointed and we immediately left USS after the ride. You guys should train your staffs properly.",Universal Studios Singapore
